experiment,layer,metric,value,ci_low,ci_high,n_images,interpretation
brightness,model.13.eca,mean_abs_corr_change_linear_equal_mean,0.0002769144872824351,0.00020915667215983073,0.00034456122666597365,24,受控光度诊断
brightness,model.13.eca,mean_abs_corr_change_local_highlight_equal_mean,0.00020651519298553467,0.00010706807176272075,0.00033707109590371437,24,受控光度诊断
brightness,model.13.eca,local_highlight_variance_increase_fraction,0.5833333333333334,0.375,0.751041666666661,24,受控光度诊断
brightness,model.13.eca,local_highlight_w_sup_decrease_fraction,0.5833333333333334,0.375,0.751041666666661,24,受控光度诊断
brightness,model.13.eca,mean_local_highlight_variance_change,1.117695743838946e-05,-0.000300326330276827,0.00032010272067661073,24,受控光度诊断
brightness,model.13.eca,mean_local_highlight_w_sup_change,-3.3527612686157227e-07,-1.2653072675069173e-05,1.201909035444259e-05,24,受控光度诊断
brightness,model.13.eca,equal_mean_gray_error,4.044910895594407e-06,1.3583750865691746e-06,8.182711326659437e-06,72,受控光度诊断
learned_scalar,model.13.eca,learned_alpha,-0.02587890625,-0.02587890625,-0.02587890625,24,训练后标量；符号决定该层校准方向
learned_scalar,model.13.eca,learned_beta,0.08477783203125,0.08477783203125,0.08477783203125,24,训练后标量；符号决定该层校准方向
learned_scalar,model.13.eca,learned_gamma,-0.0335693359375,-0.0335693359375,-0.0335693359375,24,训练后标量；符号决定该层校准方向
brightness,model.16.eca,natural_spearman_gray_vs_corr,-0.6782608695652173,-0.8108820948315174,-0.34762151021194587,24,自然样本中像素灰度与深层 corr 的关联
brightness,model.16.eca,dark_expected_direction_fraction,1.0,1.0,1.0,24,受控光度诊断
brightness,model.16.eca,bright_expected_direction_fraction,0.9583333333333334,0.875,1.0,24,受控光度诊断
brightness,model.16.eca,dark_w_bri_increase_fraction,0.0,0.0,0.0,24,受控光度诊断
brightness,model.16.eca,bright_w_bri_decrease_fraction,0.041666666666666664,0.0,0.125,24,受控光度诊断
brightness,model.16.eca,mean_abs_corr_change_global_dark,0.0009244059522946676,0.0006780876778066158,0.001190613551686207,24,受控光度诊断
brightness,model.16.eca,mean_abs_corr_change_radial_equal_mean,0.00014214590191841125,9.661087145407994e-05,0.00019314559176564217,24,受控光度诊断
brightness,model.16.eca,mean_abs_corr_change_linear_equal_mean,9.58852469921112e-05,7.036194826165835e-05,0.00012532637144128473,24,受控光度诊断
brightness,model.16.eca,mean_abs_corr_change_local_highlight_equal_mean,9.217113256454468e-05,5.118266368905703e-05,0.00014433981850743292,24,受控光度诊断
brightness,model.16.eca,local_highlight_variance_increase_fraction,0.25,0.08333333333333333,0.4166666666666667,24,受控光度诊断
brightness,model.16.eca,local_highlight_w_sup_decrease_fraction,0.25,0.08333333333333333,0.4166666666666667,24,受控光度诊断
brightness,model.16.eca,mean_local_highlight_variance_change,-0.00017743899176518121,-0.0004279865107188622,7.91302106032768e-05,24,受控光度诊断
brightness,model.16.eca,mean_local_highlight_w_sup_change,5.411605040232341e-06,-2.450371781984965e-06,1.3123390575249986e-05,24,受控光度诊断
